07:18:20.466565 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 2434048873, win 65535, length 0
07:18:20.469167 IP 178.32.215.69.6667 > 59.63.158.116.1477: Flags [R], seq 1977131375, win 0, length 0
07:18:20.469181 IP 193.232.173.115.1337 > 178.32.215.69.108: Flags [.], ack 1511775788, win 65535, length 0
07:18:20.469186 IP 91.186.249.24.1335 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469190 IP 178.32.215.69.6667 > 91.186.249.24.1335: Flags [R], seq 3843379829, win 0, length 0
07:18:20.469205 IP 190.2.43.2.1008 > 178.32.215.69.86: Flags [.], ack 1469576974, win 65535, length 0
07:18:20.469209 IP 85.17.151.164.1487 > 178.32.215.69.6667: Flags [.], ack 2530959231, win 65535, length 0
07:18:20.469215 IP 178.32.215.69.6667 > 85.17.151.164.1487: Flags [R], seq 2530959231, win 0, length 0
07:18:20.469229 IP 209.73.140.162.1626 > 178.32.215.69.6667: Flags [.], ack 1352366428, win 65535, length 0
07:18:20.469236 IP 178.32.215.69.6667 > 209.73.140.162.1626: Flags [R], seq 1352366428, win 0, length 0
07:18:20.469250 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469257 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.469278 IP 128.123.211.155.1463 > 178.32.215.69.20799: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.469284 IP 219.94.175.126.1477 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469292 IP 178.32.215.69.6667 > 219.94.175.126.1477: Flags [R], seq 1965360933, win 0, length 0
07:18:20.469337 IP 89.147.255.105.1325 > 178.32.215.69.6667: Flags [.], ack 447859286, win 65535, length 0
07:18:20.469347 IP 178.32.215.69.6667 > 89.147.255.105.1325: Flags [R], seq 447859286, win 0, length 0
07:18:20.469364 IP 209.73.140.162.1626 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469372 IP 178.32.215.69.6667 > 209.73.140.162.1626: Flags [R], seq 1352366428, win 0, length 0
07:18:20.469386 IP 103.17.9.215.1577 > 178.32.215.69.6667: Flags [.], ack 1072317021, win 65535, length 0
07:18:20.469394 IP 178.32.215.69.6667 > 103.17.9.215.1577: Flags [R], seq 1072317021, win 0, length 0
07:18:20.469408 IP 61.55.144.151.1693 > 178.32.215.69.6667: Flags [.], ack 2481819155, win 65535, length 0
07:18:20.469415 IP 178.32.215.69.6667 > 61.55.144.151.1693: Flags [R], seq 2481819155, win 0, length 0
07:18:20.469430 IP 177.54.11.246.1242 > 178.32.215.69.51431: Flags [.], ack 330000191, win 65535, length 0
07:18:20.469435 IP 213.248.46.28.1141 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469440 IP 178.32.215.69.6667 > 213.248.46.28.1141: Flags [R], seq 3509716502, win 0, length 0
07:18:20.469454 IP 178.255.74.187.1547 > 178.32.215.69.126: Flags [.], ack 2717487723, win 65535, length 0
07:18:20.469459 IP 91.210.106.222.1173 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469464 IP 178.32.215.69.6667 > 91.210.106.222.1173: Flags [R], seq 1395616066, win 0, length 0
07:18:20.469479 IP 212.52.166.157.1349 > 178.32.215.69.6667: Flags [.], ack 1723116814, win 65535, length 0
07:18:20.469486 IP 178.32.215.69.6667 > 212.52.166.157.1349: Flags [R], seq 1723116814, win 0, length 0
07:18:20.469500 IP 194.110.185.110.1985 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469507 IP 178.32.215.69.6667 > 194.110.185.110.1985: Flags [R], seq 1924267531, win 0, length 0
07:18:20.469522 IP 203.246.164.173.1103 > 178.32.215.69.32287: Flags [.], ack 3986427980, win 65535, length 0
07:18:20.469526 IP 193.0.61.16.1394 > 178.32.215.69.6667: Flags [.], ack 3299715353, win 65535, length 0
07:18:20.469532 IP 178.32.215.69.6667 > 193.0.61.16.1394: Flags [R], seq 3299715353, win 0, length 0
07:18:20.469546 IP 80.86.106.254.1554 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469554 IP 178.32.215.69.6667 > 80.86.106.254.1554: Flags [R], seq 3401524832, win 0, length 0
07:18:20.469569 IP 211.232.13.38.1127 > 178.32.215.69.104: Flags [.], ack 3125513303, win 65535, length 0
07:18:20.469582 IP 203.160.57.118.1569 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469588 IP 178.32.215.69.6667 > 203.160.57.118.1569: Flags [R], seq 2191028824, win 0, length 0
07:18:20.469620 IP 212.49.70.252.1596 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469628 IP 178.32.215.69.6667 > 212.49.70.252.1596: Flags [R], seq 738216780, win 0, length 0
07:18:20.469644 IP 61.143.178.244.1764 > 178.32.215.69.47511: Flags [.], ack 302901303, win 65535, length 0
07:18:20.469648 IP 202.143.145.248.1148 > 178.32.215.69.23: Flags [.], ack 2480027662, win 65535, length 0
07:18:20.469651 IP 211.143.131.7.1714 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469656 IP 178.32.215.69.6667 > 211.143.131.7.1714: Flags [R], seq 340300297, win 0, length 0
07:18:20.469671 IP 190.2.43.2.1008 > 178.32.215.69.100: Flags [.], ack 1469576974, win 65535, length 0
07:18:20.469676 IP 211.143.131.7.1714 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469681 IP 178.32.215.69.6667 > 211.143.131.7.1714: Flags [R], seq 340300297, win 0, length 0
07:18:20.469696 IP 202.198.129.156.1043 > 178.32.215.69.43247: Flags [.], ack 940501020, win 65535, length 0
07:18:20.469701 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469706 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.469720 IP 182.163.204.137.1219 > 178.32.215.69.10: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.469725 IP 177.54.11.246.1242 > 178.32.215.69.51445: Flags [.], ack 330000191, win 65535, length 0
07:18:20.469727 IP 195.54.2.187.1994 > 178.32.215.69.6667: Flags [.], ack 3613817859, win 65535, length 0
07:18:20.469733 IP 178.32.215.69.6667 > 195.54.2.187.1994: Flags [R], seq 3613817859, win 0, length 0
07:18:20.469747 IP 211.232.13.38.1127 > 178.32.215.69.116: Flags [.], ack 3125513303, win 65535, length 0
07:18:20.469752 IP 132.160.21.137.1288 > 178.32.215.69.100: Flags [.], ack 2326601067, win 65535, length 0
07:18:20.469754 IP 221.11.157.1.1396 > 178.32.215.69.56: Flags [.], ack 863292485, win 65535, length 0
07:18:20.469756 IP 180.153.148.248.1339 > 178.32.215.69.24197: Flags [.], ack 609523514, win 65535, length 0
07:18:20.469773 IP 64.233.128.98.1265 > 178.32.215.69.19561: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.469777 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469783 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.469810 IP 180.95.224.203.1582 > 178.32.215.69.36: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.469816 IP 209.73.140.162.1626 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469821 IP 178.32.215.69.6667 > 209.73.140.162.1626: Flags [R], seq 1352366428, win 0, length 0
07:18:20.469836 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 81934859, win 65535, length 0
07:18:20.469844 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.469859 IP 60.191.145.168.1161 > 178.32.215.69.96: Flags [.], ack 525497949, win 65535, length 0
07:18:20.469863 IP 115.68.151.182.1024 > 178.32.215.69.4486: Flags [.], ack 316913478, win 65535, length 0
07:18:20.469866 IP 213.152.192.16.1486 > 178.32.215.69.6667: Flags [.], ack 1054724464, win 65535, length 0
07:18:20.469871 IP 178.32.215.69.6667 > 213.152.192.16.1486: Flags [R], seq 1054724464, win 0, length 0
07:18:20.469885 IP 190.2.43.2.1008 > 178.32.215.69.120: Flags [.], ack 1469576974, win 65535, length 0
07:18:20.469890 IP 75.125.159.16.1484 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469895 IP 178.32.215.69.6667 > 75.125.159.16.1484: Flags [R], seq 3451096335, win 0, length 0
07:18:20.469910 IP 203.34.37.119.1180 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469917 IP 178.32.215.69.6667 > 203.34.37.119.1180: Flags [R], seq 1714376731, win 0, length 0
07:18:20.469931 IP 64.233.128.98.1265 > 178.32.215.69.19757: Flags [.], ack 3361262596, win 65535, length 0
07:18:20.469936 IP 60.191.145.168.1161 > 178.32.215.69.128: Flags [.], ack 525497949, win 65535, length 0
07:18:20.469939 IP 98.158.145.46.1830 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.469943 IP 178.32.215.69.6667 > 98.158.145.46.1830: Flags [R], seq 286891887, win 0, length 0
07:18:20.469958 IP 182.163.204.137.1219 > 178.32.215.69.136: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.469963 IP 60.191.145.168.1161 > 178.32.215.69.124: Flags [.], ack 525497949, win 65535, length 0
07:18:20.469982 IP 60.191.145.168.1161 > 178.32.215.69.92: Flags [.], ack 525497949, win 65535, length 0
07:18:20.469986 IP 61.156.8.67.1251 > 178.32.215.69.6667: Flags [.], ack 2629240630, win 65535, length 0
07:18:20.469992 IP 178.32.215.69.6667 > 61.156.8.67.1251: Flags [R], seq 2629240630, win 0, length 0
07:18:20.470008 IP 219.147.255.123.1437 > 178.32.215.69.50373: Flags [.], ack 2525585698, win 65535, length 0
07:18:20.470012 IP 213.152.192.16.1486 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470019 IP 178.32.215.69.6667 > 213.152.192.16.1486: Flags [R], seq 1054724464, win 0, length 0
07:18:20.470037 IP 85.142.19.182.1315 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470045 IP 178.32.215.69.6667 > 85.142.19.182.1315: Flags [R], seq 2665194862, win 0, length 0
07:18:20.470059 IP 85.142.19.182.1315 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470066 IP 178.32.215.69.6667 > 85.142.19.182.1315: Flags [R], seq 2665194862, win 0, length 0
07:18:20.470080 IP 85.142.19.182.1315 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470087 IP 178.32.215.69.6667 > 85.142.19.182.1315: Flags [R], seq 2665194862, win 0, length 0
07:18:20.470100 IP 85.142.19.182.1315 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470107 IP 178.32.215.69.6667 > 85.142.19.182.1315: Flags [R], seq 2665194862, win 0, length 0
07:18:20.470121 IP 82.138.233.9.1813 > 178.32.215.69.56535: Flags [.], ack 3871367940, win 65535, length 0
07:18:20.470127 IP 77.247.177.33.1430 > 178.32.215.69.19173: Flags [.], ack 1194472311, win 65535, length 0
07:18:20.470129 IP 95.156.194.169.1573 > 178.32.215.69.6667: Flags [.], ack 868322661, win 65535, length 0
07:18:20.470134 IP 178.32.215.69.6667 > 95.156.194.169.1573: Flags [R], seq 868322661, win 0, length 0
07:18:20.470149 IP 211.125.117.42.1949 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470156 IP 178.32.215.69.6667 > 211.125.117.42.1949: Flags [R], seq 4230577714, win 0, length 0
07:18:20.470171 IP 64.202.224.76.1452 > 178.32.215.69.6667: Flags [.], ack 1080872014, win 65535, length 0
07:18:20.470178 IP 178.32.215.69.6667 > 64.202.224.76.1452: Flags [R], seq 1080872014, win 0, length 0
07:18:20.470192 IP 210.51.167.31.1144 > 178.32.215.69.6667: Flags [.], ack 4192055614, win 65535, length 0
07:18:20.470199 IP 178.32.215.69.6667 > 210.51.167.31.1144: Flags [R], seq 4192055614, win 0, length 0
07:18:20.470214 IP 95.211.117.112.1659 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470221 IP 178.32.215.69.6667 > 95.211.117.112.1659: Flags [R], seq 2697056376, win 0, length 0
07:18:20.470234 IP 61.19.148.61.1261 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470242 IP 178.32.215.69.6667 > 61.19.148.61.1261: Flags [R], seq 2220196473, win 0, length 0
07:18:20.470264 IP 81.91.225.134.1642 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470271 IP 178.32.215.69.6667 > 81.91.225.134.1642: Flags [R], seq 169358418, win 0, length 0
07:18:20.470287 IP 58.150.109.106.1517 > 178.32.215.69.6667: Flags [.], ack 3962379358, win 65535, length 0
07:18:20.470296 IP 178.32.215.69.6667 > 58.150.109.106.1517: Flags [R], seq 3962379358, win 0, length 0
07:18:20.470332 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470345 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.470364 IP 95.156.194.169.1573 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470372 IP 178.32.215.69.6667 > 95.156.194.169.1573: Flags [R], seq 868322661, win 0, length 0
07:18:20.470387 IP 103.17.9.215.1577 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470404 IP 178.32.215.69.6667 > 103.17.9.215.1577: Flags [R], seq 1072317021, win 0, length 0
07:18:20.470420 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470428 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.470442 IP 203.196.130.4.1109 > 178.32.215.69.15965: Flags [.], ack 755672953, win 65535, length 0
07:18:20.470447 IP 180.153.148.248.1339 > 178.32.215.69.25269: Flags [.], ack 609523514, win 65535, length 0
07:18:20.470450 IP 61.158.203.14.1583 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470455 IP 178.32.215.69.6667 > 61.158.203.14.1583: Flags [R], seq 1498594371, win 0, length 0
07:18:20.470469 IP 202.53.64.123.1369 > 178.32.215.69.120: Flags [.], ack 827351882, win 65535, length 0
07:18:20.470474 IP 66.251.253.150.1528 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470479 IP 178.32.215.69.6667 > 66.251.253.150.1528: Flags [R], seq 3830487083, win 0, length 0
07:18:20.470494 IP 209.73.140.56.1308 > 178.32.215.69.6667: Flags [.], ack 3588359206, win 65535, length 0
07:18:20.470501 IP 178.32.215.69.6667 > 209.73.140.56.1308: Flags [R], seq 3588359206, win 0, length 0
07:18:20.470516 IP 202.89.116.193.1035 > 178.32.215.69.6667: Flags [.], ack 3225581312, win 65535, length 0
07:18:20.470523 IP 178.32.215.69.6667 > 202.89.116.193.1035: Flags [R], seq 3225581312, win 0, length 0
07:18:20.470537 IP 207.36.232.148.1566 > 178.32.215.69.6667: Flags [.], ack 3057162335, win 65535, length 0
07:18:20.470546 IP 178.32.215.69.6667 > 207.36.232.148.1566: Flags [R], seq 3057162335, win 0, length 0
07:18:20.470560 IP 193.0.61.16.1394 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470567 IP 178.32.215.69.6667 > 193.0.61.16.1394: Flags [R], seq 3299715353, win 0, length 0
07:18:20.470581 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470588 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.470609 IP 180.95.224.203.1582 > 178.32.215.69.96: Flags [.], ack 3118815505, win 65535, length 0
07:18:20.470614 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470619 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.470647 IP 194.110.185.110.1985 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470655 IP 178.32.215.69.6667 > 194.110.185.110.1985: Flags [R], seq 1924267531, win 0, length 0
07:18:20.470670 IP 61.130.156.250.1317 > 178.32.215.69.38913: Flags [.], ack 162608397, win 65535, length 0
07:18:20.470675 IP 60.191.145.168.1161 > 178.32.215.69.74: Flags [.], ack 525497949, win 65535, length 0
07:18:20.470677 IP 69.60.116.165.1680 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470682 IP 178.32.215.69.6667 > 69.60.116.165.1680: Flags [R], seq 1825719620, win 0, length 0
07:18:20.470697 IP 80.71.144.185.1426 > 178.32.215.69.6667: Flags [.], ack 3947466755, win 65535, length 0
07:18:20.470705 IP 178.32.215.69.6667 > 80.71.144.185.1426: Flags [R], seq 3947466755, win 0, length 0
07:18:20.470719 IP 140.121.160.122.1684 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470726 IP 178.32.215.69.6667 > 140.121.160.122.1684: Flags [R], seq 81934859, win 0, length 0
07:18:20.470740 IP 200.52.205.60.1853 > 178.32.215.69.32267: Flags [.], ack 1005817954, win 65535, length 0
07:18:20.470745 IP 61.158.203.14.1583 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470750 IP 178.32.215.69.6667 > 61.158.203.14.1583: Flags [R], seq 1498594371, win 0, length 0
07:18:20.470767 IP 218.6.12.159.1804 > 178.32.215.69.29839: Flags [.], ack 2429933576, win 65535, length 0
07:18:20.470772 IP 80.252.104.30.1322 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470778 IP 178.32.215.69.6667 > 80.252.104.30.1322: Flags [R], seq 1170383433, win 0, length 0
07:18:20.470793 IP 182.163.204.137.1219 > 178.32.215.69.24: Flags [.], ack 3427209519, win 65535, length 0
07:18:20.470798 IP 61.130.156.250.1317 > 178.32.215.69.37603: Flags [.], ack 162608397, win 65535, length 0
07:18:20.470800 IP 203.34.37.119.1180 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470805 IP 178.32.215.69.6667 > 203.34.37.119.1180: Flags [R], seq 1714376731, win 0, length 0
07:18:20.470820 IP 64.233.128.164.2024 > 178.32.215.69.6667: Flags [.], ack 2692818177, win 65535, length 0
07:18:20.470827 IP 178.32.215.69.6667 > 64.233.128.164.2024: Flags [R], seq 2692818177, win 0, length 0
07:18:20.470848 IP 64.233.128.164.2024 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470855 IP 178.32.215.69.6667 > 64.233.128.164.2024: Flags [R], seq 2692818177, win 0, length 0
07:18:20.470885 IP 209.73.140.70.1801 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470893 IP 178.32.215.69.6667 > 209.73.140.70.1801: Flags [R], seq 2434048873, win 0, length 0
07:18:20.470908 IP 222.80.184.115.1004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470917 IP 178.32.215.69.6667 > 222.80.184.115.1004: Flags [R], seq 1824872048, win 0, length 0
07:18:20.470931 IP 61.130.156.250.1317 > 178.32.215.69.38937: Flags [.], ack 162608397, win 65535, length 0
07:18:20.470936 IP 194.110.185.110.1985 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470941 IP 178.32.215.69.6667 > 194.110.185.110.1985: Flags [R], seq 1924267531, win 0, length 0
07:18:20.470956 IP 203.246.164.173.1103 > 178.32.215.69.32475: Flags [.], ack 3986427980, win 65535, length 0
07:18:20.470961 IP 220.164.107.170.1908 > 178.32.215.69.16: Flags [.], ack 478845032, win 65535, length 0
07:18:20.470963 IP 103.28.161.95.1948 > 178.32.215.69.6667: Flags [.], ack 4063518274, win 65535, length 0
07:18:20.470968 IP 178.32.215.69.6667 > 103.28.161.95.1948: Flags [R], seq 4063518274, win 0, length 0
07:18:20.470983 IP 61.19.148.61.1261 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.470990 IP 178.32.215.69.6667 > 61.19.148.61.1261: Flags [R], seq 2220196473, win 0, length 0
07:18:20.471003 IP 218.36.53.73.1151 > 178.32.215.69.13019: Flags [.], ack 2788711949, win 65535, length 0
07:18:20.471008 IP 209.73.140.129.1969 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.471013 IP 178.32.215.69.6667 > 209.73.140.129.1969: Flags [R], seq 1098598731, win 0, length 0
07:18:20.471032 IP 202.21.112.123.1464 > 178.32.215.69.6667: Flags [.], ack 1386099064, win 65535, length 0
07:18:20.471040 IP 178.32.215.69.6667 > 202.21.112.123.1464: Flags [R], seq 1386099064, win 0, length 0
07:18:20.471055 IP 202.96.188.23.2004 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.471062 IP 178.32.215.69.6667 > 202.96.188.23.2004: Flags [R], seq 387813420, win 0, length 0
07:18:20.471076 IP 218.1.73.246.1556 > 178.32.215.69.24675: Flags [.], ack 3160196730, win 65535, length 0
07:18:20.471081 IP 213.248.46.28.1141 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.471086 IP 178.32.215.69.6667 > 213.248.46.28.1141: Flags [R], seq 3509716502, win 0, length 0
07:18:20.471101 IP 128.123.211.155.1463 > 178.32.215.69.20905: Flags [.], ack 2450919705, win 65535, length 0
07:18:20.471125 IP 211.151.228.18.1362 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.471132 IP 178.32.215.69.6667 > 211.151.228.18.1362: Flags [R], seq 1626857485, win 0, length 0
07:18:20.471148 IP 41.86.46.130.1517 > 178.32.215.69.6667: Flags [.], ack 1, win 65535, length 0
07:18:20.471156 IP 178.32.215.69.6667 > 41.86.46.130.1517: Flags [R], seq 1603463744, win 0, length 0
